学科,技能名称,子分类,skills类型,简介,tool_chain_key,实现情况
生物医药,统计药物不良事件严重性报告数,数据分析,脚本,"统计被分类为严重或非严重的不良事件报告数量。仅需提供药品名称（medicinalproduct）；其他筛选条件（患者性别、年龄组、发生国家）均为可选。请谨慎使用筛选条件以避免过度限制搜索结果。结果中，""严重""表示：""不良事件导致死亡、危及生命、住院、残疾、先天异常或其他严重情况""，""非严重""表示""不良事件未导致上述任何情况""。数据来源：FDA不良事件报告系统（FAERS）。",,未实现
生物医药,统计药物不良事件患者年龄分布,数据分析,脚本,分析特定药物引发不良事件患者的年龄分布。年龄分组包括：新生儿（0-28天）、婴儿（29天-23个月）、儿童（2-11岁）、青少年（12-17岁）、成人（18-64岁）、老年（65岁及以上）。数据来源：FDA不良事件报告系统（FAERS）。,,未实现
生物医药,统计药物不良事件报告国家分布,数据分析,脚本,统计FDA不良事件报告中按主要报告国家分组的报告数量。必须提供药物名称；其他筛选条件（患者性别、年龄组、事件严重性）均为可选。建议谨慎使用筛选条件以避免过度限制搜索结果。数据来源：FDA不良事件报告系统(FAERS)。,,未实现
生物医药,统计药物不良事件报告数,数据分析,脚本,统计FDA不良事件报告中涉及的不同药物数量。所有筛选条件（患者性别、患者年龄组、事件发生国家、严重性）均为可选。请谨慎使用筛选条件以避免搜索范围过于受限。数据来源：FDA不良事件报告系统(FAERS)。,,未实现
生物医药,统计药物不良事件结局,数据分析,脚本,统计药物不良事件的结局类型（康复中、已康复、致命、未解决）。仅需提供药品名称，其他筛选条件（患者性别、年龄组、发生国家）均为可选。为避免搜索结果过于局限，请谨慎使用筛选条件。数据来源：FDA不良事件报告系统（FAERS）。,,未实现
生物医药,统计药物不良事件给药分布,数据分析,脚本,统计指定药品不良事件的给药途径分布。仅需提供药品名称数组（必填）；严重性筛选条件为可选参数。建议谨慎使用筛选条件以避免过度限制搜索结果。数据来源：FDA不良事件报告系统(FAERS)。,,未实现
生物医药,统计药物不良事件给药途径,数据分析,脚本,统计指定药品不良事件的给药途径分布。仅需提供药品名称数组（必填）；严重性筛选条件为可选参数。建议谨慎使用筛选条件以避免过度限制搜索结果。数据来源：FDA不良事件报告系统(FAERS)。,,未实现
生物医药,统计药物不良反应事件数,数据分析,脚本,统计指定药物报告的不良反应事件数量。必须提供药品名称；其他筛选条件（患者性别、年龄组、发生国家、严重性、致死性、MedDRA反应术语）均为可选。当未指定MedDRA反应术语时，返回按MedDRA首选术语分组的所有不良反应（AE）及其计数。若指定MedDRA反应术语，则筛选结果仅包含该特定MedDRA最低层级术语。建议谨慎使用筛选条件以避免过度限制导致无结果返回。数据来源：FDA不良事件报告系统（FAERS）。,,未实现
生物医药,统计药物不良反应结局,数据分析,脚本,统计药品不良反应结局数量（如康复、缓解、死亡等）。仅需提供药品名称，其他筛选条件（患者性别、年龄组、发生国家）均为可选。建议谨慎使用筛选条件以避免过度限制查询结果。数据来源：FDA不良事件报告系统（FAERS）。,,未实现
生物医药,统计药物严重不良反应分类,数据分析,脚本,量化药物严重与非严重不良反应分类统计。仅需提供药物名称数组，其他筛选条件（患者性别、年龄组、发生国家）均为可选。建议谨慎使用筛选条件以避免过度限制查询范围。数据来源：FDA不良事件报告系统(FAERS)。,,未实现
生物医药,统计药物相关死亡不良事件,数据分析,脚本,统计指定药物关联的患者死亡不良事件数量。仅需提供药品名称。数据来源：FDA不良事件报告系统(FAERS)。,,未实现
生物医药,致癌致突变药物检索,数据分析,脚本,根据致癌性、致突变性或生育损害信息检索药物名称,,未实现
生物医药,药品储存条件查询工具,数据分析,脚本,根据药品的储存与处理信息检索药品名称,,未实现
生物医药,药品名称查询组装安装信息,数据分析,脚本,根据药品名称检索组装或安装说明。,,未实现
生物医药,药品名称查询警报信息,数据分析,脚本,根据指定的药品名称检索相关警报信息,,未实现
生物医药,药效学信息检索药物名称,数据分析,脚本,基于药效学信息检索药物名称,,未实现
生物医药,药物QT间期延长风险查询,数据分析,脚本,通过通用名或DrugBank ID查询DIQTA数据集中药物诱导QT间期延长的风险信息。不建议对通用名使用精确匹配搜索。,qt,未实现
生物医药,药物临床药理学信息检索,数据分析,脚本,根据药物名称检索临床药理学信息,,未实现
生物医药,药物人群使用信息获取工具,数据分析,脚本,根据药物名称检索特定人群中的药物使用信息,,未实现
生物医药,药物名称查询药物基因组学信息,数据分析,脚本,根据药物名称检索药物基因组学信息,,未实现
生物医药,药物基因组学数据查询,数据分析,脚本,检索特定药物的基因组学数据，包括证据等级和基因型注释。,,未实现
生物医药,药物微生物学信息查询,数据分析,脚本,根据药物名称检索微生物学信息,,未实现
生物医药,药物心脏毒性风险检索,数据分析,脚本,在DICTrank数据集中通过商品名、通用名或活性成分检索药物诱导心脏毒性(DICT)风险信息。不建议使用精确匹配搜索。,,未实现
生物医药,药物性肝损伤风险查询,数据分析,脚本,通过化合物名称查询DILIrank数据集中药物性肝损伤(DILI)风险信息。不建议使用精确匹配搜索。,,未实现
生物医药,药物数据库全文检索,数据分析,脚本,在清洗后的DrugBank数据框（每行代表一种药物）中通过ID、通用名或别名进行检索。返回标识符、ATC编码、主要药理学文本字段及蛋白质相互作用伙伴。为获得最佳结果，建议先使用`drugbank_vocab_search`工具通过关键词获取DrugBank ID，再使用本工具配合DrugBank ID进行查询。,,未实现
生物医药,药物滥用类型及不良反应检索工具,数据分析,脚本,根据药物滥用类型及相关药物不良反应信息检索药物名称。警告：本工具仅输出预定义的有限数量药物名称，未涵盖所有可能的药物，请谨慎使用。,,未实现
生物医药,药物致癌致畸生殖毒性查询,数据分析,脚本,根据药物名称检索其致癌性、致突变性或生殖毒性信息。,,未实现
生物医药,AlphaFold2,预测与建模,模型,根据蛋白质的氨基酸序列预测其三维结构。,alphafold,未实现
生物医药,AlphaFold2,预测与建模,模型,根据蛋白质的氨基酸序列预测其三维结构。,alphafold,未实现
生物医药,AlphaFold2,预测与建模,模型,根据蛋白质的氨基酸序列预测其三维结构。,alphafold,未实现
生物医药,获取CIViC临床声明,数据分析,脚本,通过声明ID从CIViC数据库中获取特定临床声明的详细信息。临床声明是整合多项证据项形成临床可操作性正式陈述的高阶临床解读。,civic,未实现
生物医药,获取CIViC变异信息,数据分析,脚本,通过变异ID从CIViC数据库中获取特定变异的详细信息。变异代表在癌症中具有临床意义的特定遗传改变（SNV、插入缺失、结构变异等）。返回变异名称、坐标、基因关联及相关信息。,civic,未实现
生物医药,获取EBI可搜索字段列表,数据分析,脚本,获取指定EBI域的可搜索字段列表。用于了解查询和字段特定搜索中可用的字段。,ebi,未实现
生物医药,获取EBI域信息,数据分析,脚本,获取特定EBI域（如ensembl、uniprot、interpro等）的元数据和字段信息。返回域描述、可用字段及搜索能力。,ebi,未实现
生物医药,获取EBI条目详情,数据分析,脚本,通过ID从EBI指定域（如ensembl、uniprot、interpro）中获取条目的详细信息。若直接使用entry_id无效时，工具会自动搜索并返回匹配条目。返回数据包含所有可用字段。,ebi,未实现
生物医药,获取ENA核酸序列(XML格式),数据分析,脚本,通过ENA编号获取XML格式的核酸序列，返回XML格式的序列记录。注意：XML接口可能返回400错误。如需可靠获取序列，请使用ena_get_sequence_fasta或ena_get_sequence_embl工具，或直接通过ENA网站访问XML格式数据。,enaXml,未实现
生物医药,获取ENCODE实验元数据,数据分析,脚本,通过实验编号获取ENCODE数据库中特定实验的完整元数据。返回信息包括实验类型、靶蛋白、生物样本详情、重复实验、文件、质量指标、分析流程、实验室、资助信息及文献引用等。可用于在下载前了解实验设计、数据质量及可用文件。,encode,未实现
生物医药,获取ENCODE文件元数据,数据分析,脚本,通过ENCODE文件编号获取详细的元数据信息。返回包括文件格式、输出类型、数据集编号、生物/技术重复数、文件大小、MD5校验值、下载链接(href)、基因组组装版本、质量指标和处理状态等完整文件信息。用于获取下载链接、验证文件完整性及了解文件来源。文件编号格式为ENCFF######，可通过ENCODE_list_files工具查询。,encode,未实现
生物医药,获取ENCODE生物样本元数据,数据分析,脚本,通过ENCODE生物样本编号获取详细的元数据信息。返回包括生物样本类型、生物体、生命阶段、年龄、性别、组织/细胞系名称、供体信息、处理方式、遗传修饰、培养条件和特征描述等全面信息。对于理解ENCODE数据集的样本来源、实验条件和生物学背景至关重要。使用ENCODE_search_biosamples工具查找生物样本编号(格式:ENCBS######)。,encode,未实现
生物医药,GEO 数据库查询,信息检索,脚本,快速检索基因表达数据的重要数据库。,geo,未实现
生物医药,GEO 数据库查询,信息检索,脚本,快速检索基因表达数据的重要数据库。,geo,未实现
生物医药,OligoFormer,预测与建模,脚本,可以自动设计并推荐高效靶向特定 mRNA 的 siRNA 分子。,go,未实现
生物医药,GWAS catalog 数据库查询,信息检索,脚本,遗传学研究的重要资源，收录了许多基因组关联数据。,gwas,未实现
生物医药,获取HCA项目文件清单,数据分析,脚本,根据项目ID检索人类细胞图谱(HCA)项目中可下载的文件列表。,hca,未实现
生物医药,获取HPO ID,数据分析,脚本,检索表型或症状对应的HPO ID,hpoId,未实现
生物医药,InterPro 数据库查询,信息检索,脚本,整合了多个蛋白质家族、结构域和功能位点的数据库系统。,interpro,未实现
生物医药,获取JASPAR矩阵,数据分析,脚本,通过`matrix_id`（如MA0002.2）获取单个JASPAR矩阵的完整详情。返回元数据及PFM/PWM。为确保分析可重复性，建议使用`jaspar_get_matrix_versions`配合对应的`base_id`（如MA0002）查看所有版本并选择/引用您使用的确切版本。,jaspar,未实现
生物医药,获取JASPAR矩阵版本,数据分析,脚本,列出指定JASPAR矩阵基础ID（如MA0002）的所有可用版本。该功能有助于实现可重复性研究（选择特定矩阵版本如MA0002.2）以及跟踪不同发布版本的更新情况。,jaspar,未实现
生物医药,差异标志物发现,代谢组学,脚本,面向代谢物 biomarker：缺失值与归一化、PCA/PLS-DA、多维模型效能对比、VIP 与显著性筛选。,kegg,未实现
生物医药,获取ODPHP链接文本,数据分析,脚本,该工具从ODPHP文章链接和信息源中提取可读文本。适用于使用`odphp_myhealthfinder`或`odphp_topicsearch`工具后，或用户需要深入分析ODPHP数据时。,odphp,未实现
生物医药,获取PRIDE项目文件,数据分析,脚本,获取PRIDE Archive项目中完整的数据文件列表，包括原始质谱文件、搜索结果、FASTA数据库和补充数据。返回包含文件名、类型、大小、FTP/Aspera下载链接和校验值的文件元数据。对于下载蛋白质组学数据集进行重新分析或整合至关重要。使用来自PRIDE_search_proteomics的accession。,pride,未实现
生物医药,获取PRIDE项目详情,数据分析,脚本,通过项目编号获取PRIDE Archive中特定项目的完整详细信息，返回包括实验设计、样本信息、使用仪器、数据处理方法、出版物链接、蛋白质鉴定、定量数据及文件下载URL在内的完整项目元数据。,pride,未实现
生物医药,PubMed数据库查询,信息检索,脚本,生物医学文献信息检索系统。,pubmed,已实现
生物医药,PubMed数据库查询,信息检索,脚本,生物医学文献信息检索系统。,pubmed,已实现
生物医药,获取UMLS概念详情,数据分析,脚本,通过CUI（概念唯一标识符）获取UMLS概念的详细信息，返回概念详情、原子项、定义、关系及与其他术语系统的映射，需使用免费UMLS API密钥（注册地址：https://uts.nlm.nih.gov/uts）并设置UMLS_API_KEY环境变量。,umls,未实现
生物医药,获取UniParc条目,数据分析,脚本,通过UniParc ID（UPI）获取UniParc条目。UniParc是一个非冗余的公开蛋白质序列存档库，返回序列、交叉引用和序列特征信息。UniParc ID格式为UPI000002ED67。可通过`UniProt_get_entry_by_accession`工具查询UniProt条目的UniParc ID（位于extraAttributes.uniParcId字段）。,uniparc,未实现
生物医药,获取UniProtKB剪接异构体ID,数据分析,脚本,从UniProtKB条目中提取所有剪接异构体ID（isoformNames）,uniprotkbId,未实现
生物医药,获取UniRef聚类信息,数据分析,脚本,通过聚类ID获取UniRef聚类信息。UniRef聚类将蛋白质按100%（UniRef100）、90%（UniRef90）或50%（UniRef50）序列相似性分组。返回聚类元数据、代表成员、成员数量和成员列表。聚类ID格式为UniRef100_P04637、UniRef90_P04637或UniRef50_P04637。,uniref,未实现
生物医药,获取WHO全球卫生观测数据,数据分析,脚本,从WHO全球卫生观测(GHO)数据库中检索特定指标的卫生数据。支持按国家、年份等维度筛选，返回实际卫生统计与测量结果。,who,未实现
生物医药,获取WHO指南全文,数据分析,脚本,从世界卫生组织（WHO）指南出版物页面获取全文内容，提取可用网页内容并查找PDF下载链接。在使用WHO指南搜索工具找到指南后，使用本工具获取全文内容或PDF链接。,who,未实现
生物医药,获取mRNA序列工具,信息检索,数据库调用,根据目标疾病靶点基因名称检索 mRNA 序列，并返回 FASTA 文件。（磐石：支持对话调用）,mrna,未实现
生物医药,获取临床注释,数据分析,脚本,获取基因-药物-表型关系的临床注释数据，返回变异水平的临床显著性信息。若已知特定注释ID可提供'annotation_id'参数。,,未实现
生物医药,获取临床证据条目,数据分析,脚本,通过证据ID从CIViC数据库中获取特定临床证据条目的详细信息。证据条目将分子特征或变异与临床结果、治疗方案或疾病状态相关联，并提供经过文献支持的注释信息。,,未实现
生物医药,获取临床试验入选标准,数据分析,脚本,根据临床试验的NCT ID检索其入选标准,,未实现
生物医药,获取临床试验参考文献,数据分析,脚本,根据临床试验的NCT ID检索其参考文献（如果有）,,未实现
生物医药,获取临床试验地点,数据分析,脚本,根据NCT ID检索临床试验的实施地点,,未实现
生物医药,获取临床试验描述信息,数据分析,脚本,根据临床试验的NCT ID检索详细的识别信息，包括标题、阶段和描述。,,未实现
生物医药,获取临床试验条件与干预措施,数据分析,脚本,根据临床试验的NCT ID检索其研究的疾病或条件以及干预措施和试验组信息,,未实现
生物医药,获取临床试验状态与日期,数据分析,脚本,根据NCT ID检索临床试验状态及起止日期,,未实现
生物医药,获取临床试验结局指标,数据分析,脚本,根据NCT ID检索临床试验的结局指标,,未实现
生物医药,获取临床试验详情,数据分析,脚本,通过NCT ID检索特定临床试验的详细信息。,,未实现
生物医药,获取互作分子信息,数据分析,脚本,通过稳定ID获取互作分子（蛋白质、复合物或小分子）的详细信息，返回包括参考实体、细胞区室和相关通路在内的全面互作数据，适用于所有实体类型的统一查询接口。,,未实现
生物医药,获取代谢物标准命名,数据分析,脚本,获取代谢物的RefMet标准命名信息。RefMet为不同研究提供统一、标准化的代谢物名称。,,未实现
生物医药,获取代谢组学研究实验因素,数据分析,脚本,获取MetaboLights研究中定义的实验因素（变量）。返回因素定义，包括处理组、时间点、疾病状态或其他实验变量。每个因素包含名称、类型和受控词汇注释。用于了解研究变量及样本分组方式。,,未实现
生物医药,获取代谢组学研究实验方案,数据分析,脚本,获取MetaboLights研究中使用的实验方案。返回详细的实验方案信息，包括样本采集、提取、色谱分析和数据获取方法。每个方案包含名称、类型、描述及受控词汇注释。用于理解研究中采用的实验方法学。,,未实现
生物医药,获取代谢组学研究数据文件,数据分析,脚本,获取MetaboLights研究中数据文件的列表，返回该研究可用的分析数据文件（原始或处理后的光谱、峰列表等）的元数据。此接口专门针对数据文件，可能与通用文件接口不同，用于发现可供下载和分析的数据文件。,,未实现
生物医药,获取代谢组学研究文件,数据分析,脚本,获取与MetaboLights研究关联的文件列表，返回文件元数据（包括文件名、类型和下载链接）。注意：文件端点常返回500错误（已知MetaboLights API问题），工具会自动回退到研究端点提取文件信息（含FTP/HTTP URL）；若两种方法均失败，可通过MetaboLights网站访问：https://www.ebi.ac.uk/metabolights/studies/{study_id},,未实现
生物医药,获取代谢组学研究详情,数据分析,脚本,通过研究ID获取MetaboLights平台中特定代谢组学研究的详细信息，返回包括标题、描述、作者和发表信息在内的完整元数据。,,未实现
生物医药,获取冷冻电镜结构相关文献,数据分析,脚本,获取EMDB条目相关的出版物信息，包括期刊文章、预印本和描述冷冻电镜结构的引用文献。返回出版物标题、作者、期刊、DOI、PubMed ID和摘要。用于查找与结构相关的研究论文、了解实验背景或引用原始工作。,,未实现
生物医药,获取分子互作伙伴,数据分析,脚本,根据给定标识符获取所有互作伙伴（化学分子与蛋白质），返回相关分子网络。,,未实现
生物医药,获取分子关联靶点,数据分析,脚本,通过ChEMBL ID获取与分子关联的所有靶点，返回具有该分子活性数据的靶点信息,,未实现
生物医药,获取分子特征信息,数据分析,脚本,通过分子特征ID从CIViC数据库中获取特定分子特征的详细信息。分子特征代表作为临床解释生物标志物的变异或特征组合（例如'BRAF V600E'）。返回内容包括特征名称、描述及相关变异信息。,,未实现
生物医药,获取化石记录,数据分析,脚本,从古生物学数据库获取化石记录,,未实现
生物医药,获取反应/通路祖先事件,数据分析,脚本,获取反应或通路的祖先事件（父级通路）,,未实现
生物医药,获取反应参与者,数据分析,脚本,获取反应或事件的所有参与者（物理实体）。返回参与事件的物理实体列表（蛋白质、复合物、小分子等），包括它们的参考实体。,,未实现
生物医药,获取反应参与者参考实体,数据分析,脚本,获取反应或事件的参与者对应的参考实体（如UniProt蛋白质、ChEBI化学物质等），返回包含数据库标识符和名称的参考实体列表。,,未实现
生物医药,获取反应详细信息,数据分析,脚本,通过反应稳定ID获取特定反应/事件的详细信息。返回包括输入、输出、调控、文献引用和参与者在内的全面反应数据。使用统一查询端点。请先使用Reactome_get_pathway_reactions获取有效的反应ID。,,未实现
生物医药,获取变异临床意义,数据分析,脚本,从ClinVar数据库查询变异体的临床意义信息，包括致病性分类和临床解释。,,未实现
生物医药,获取变异等位基因频率,数据分析,脚本,从dbSNP数据库获取变异位点的等位基因频率，返回群体特异的等位基因频率数据。,,未实现
生物医药,获取变异表型关联,数据分析,脚本,获取特定遗传变异的表型关联信息。返回包含性状、研究和效应值等详细表型信息，用于理解变异的表型后果。,,未实现
生物医药,获取变异详细信息,数据分析,脚本,通过变异ID从ClinVar获取详细的变异信息，返回包括临床意义在内的全面变异数据,,未实现
生物医药,OligoFormer,预测与建模,脚本,可以自动设计并推荐高效靶向特定 mRNA 的 siRNA 分子。,go,未实现
生物医药,获取基因信息,数据分析,脚本,通过KEGG基因ID获取详细的基因信息，包括序列、功能和通路关联等数据。,,未实现
生物医药,获取基因成药性信息,数据分析,脚本,获取基因的成药性信息。返回基因类别，指示基因是否具有成药性（如激酶、GPCR、离子通道等）。,,未实现
生物医药,获取基因树,数据分析,脚本,获取基因的进化树（系统发育树），返回跨物种直系同源和旁系同源基因的进化关系，用于研究基因进化及在其他物种中寻找相关基因。基因树ID可通过基因查询响应（expand=1时）或查询Compara数据库获得。,,未实现
生物医药,获取基因注释信息,数据分析,脚本,通过基因ID（Entrez或Ensembl）获取特定基因的详细注释信息，返回包括基因本体、通路、蛋白结构域和文献引用在内的全面信息。,,未实现
生物医药,获取基因相关生物过程,数据分析,脚本,获取基因相关的生物过程信息，特别关注关键过程如细胞凋亡、细胞周期等。,,未实现
生物医药,获取基因约束性指标,数据分析,脚本,从gnomAD数据库获取指定基因符号(GRCh38)的基因约束性指标，返回exac_constraint和gnomad_constraint下的约束性字段（如pLI、oe_lof/oe_mis/oe_syn、exp/obs计数等）。,,未实现
生物医药,获取基因组区域信息,数据分析,脚本,从gnomAD数据库获取指定基因组区间的基础信息。返回该区间内重叠的基因列表及所选数据集中的变异ID列表（`variant_id`）。这些ID可用于`gnomad_get_variant`工具进一步查询。为避免数据量过大，请保持查询区间较小。,,未实现
生物医药,获取基因组调控元件,数据分析,脚本,获取基因组区域内的调控元件（如启动子、增强子、转录因子结合位点），返回包含元件类型、位置和证据的调控注释信息，用于识别可能调控基因表达的元件。,,未实现
生物医药,获取实体关联事件,数据分析,脚本,获取与实体关联的事件（反应/子通路）。返回解析为结构化JSON的TSV格式事件数据。API返回制表符分隔的值（ID、名称、类型），这些值会自动转换为JSON格式。,,未实现
生物医药,获取实体区室信息,数据分析,脚本,获取实体的区室信息，返回TSV格式的区室数据并解析为结构化JSON。API返回制表符分隔的值（ID、名称、类型），这些值会自动转换为JSON格式。,,未实现
生物医药,获取实验文件列表,数据分析,脚本,获取与ArrayExpress实验关联的文件列表，返回文件元数据，包括文件名、类型和下载链接。,,未实现
生物医药,获取实验样本信息,数据分析,脚本,获取ArrayExpress实验的样本元数据，包括样本名称、特征和因子值,,未实现
生物医药,获取实验活性数据,数据分析,脚本,根据ChEMBL实验ID获取实验的所有活性数据，返回指定实验的生物活性测量结果。如需查找实验ID，请使用ChEMBL搜索实验或ChEMBL获取靶点实验工具。,,未实现
生物医药,获取序列,数据分析,脚本,获取基因、转录本或基因组区域的DNA或蛋白质序列。返回包含元数据的JSON格式序列。支持多种序列类型：基因组DNA、编码序列(CDS)、cDNA和肽序列。,,未实现
生物医药,获取数据库条目,数据分析,脚本,根据ID从各类数据库（UniProt、PDB等）中获取单个条目，支持FASTA、XML、JSON等多种格式。,,未实现
生物医药,获取文献参考文献,数据分析,脚本,从Europe PMC获取文章的参考文献（书目）。参考文献是指定文章引用的其他文章。需要提供来源（例如，'MED'代表PubMed，'PMC'代表PMC）和文章ID。使用EuropePMC_search_articles工具先查找文章ID。,,未实现
生物医药,获取文献引用,数据分析,脚本,从Europe PMC获取指定文章的引用文献列表。引用文献是指引用了该指定文章的其他文章。需要提供来源数据库（如PubMed用'MED'，PMC用'PMC'）和文章ID。建议先使用EuropePMC_search_articles工具查找文章ID。,,未实现
生物医药,获取核心精修统计量,数据分析,脚本,获取给定PDB结构的核心精修统计量，包括R因子、占有率、相位误差和溶剂模型参数。,,未实现
生物医药,获取活性数据,数据分析,脚本,通过活性ID获取特定活性的详细信息。活性ID可从ChEMBL活性搜索或获取靶点活性结果中获得。,,未实现
生物医药,获取生物模型元数据,数据分析,脚本,通过模型标识符获取特定BioModels条目的全面元数据。返回详细信息包括模型名称、描述、参考文献、生物体、生物过程、SBML级别/版本、创建/修改日期以及策展人注释。使用此工具可在下载或使用模型前了解模型详情、引用文献及生物学背景。,,未实现
生物医药,获取电子密度图信息,数据分析,脚本,获取EMDB条目的详细电子密度图信息，包括图谱统计、等高线水平、像素间距、维度、对称性及图谱文件下载链接。返回对图谱可视化、模型拟合和计算分析至关重要的技术细节。可用于准备在ChimeraX、Coot或PyMOL等工具中进行结构可视化。,,未实现
生物医药,获取电镜成像参数,数据分析,脚本,获取EMDB条目的电子显微镜成像参数，包括显微镜型号、检测器类型、加速电压、剂量率、总电子剂量、离焦范围和数据采集策略。返回的技术细节对于理解数据质量、重现实验和优化成像方案至关重要。可用于评估数据采集质量或设计类似实验。,,未实现
生物医药,获取电镜数据验证结果,数据分析,脚本,获取EMDB条目的验证分析结果，包括FSC曲线、分辨率估计、图谱-模型相关性、B因子、几何验证和质量评分。返回全面的质量指标，用于评估结构可靠性、识别伪影以及与其他结构进行比较。在使用结构进行药物设计或机制研究前，可用此工具评估数据质量。,,未实现
生物医药,获取电镜样本信息,数据分析,脚本,获取EMDB条目的详细样本制备信息，包括大分子组成、生物来源、表达系统、分子量、寡聚状态和配体。返回对理解结构生理相关性、复合物组装和结合伙伴至关重要的生物学背景信息。用于结构分析前了解样本制备情况。,,未实现
生物医药,获取电镜结构数据,数据分析,脚本,从电子显微镜数据库(EMDB)获取三维电子显微镜(EM)结构数据。返回冷冻电镜结构元数据，包括分辨率(以Å为单位)、成像方法、生物体、分子细节、体素尺寸、地图下载URL以及与PDB条目的交叉引用。用于结构生物学研究、比较蛋白质构象、药物设计以及下载电子密度图进行可视化或模型拟合。,,未实现
生物医药,获取疾病详细信息,数据分析,脚本,通过GtoPdb疾病ID获取特定疾病的详细信息，返回疾病描述、相关药理靶点、治疗性配体（包括已批准药物）以及数据库交叉引用。需使用GtoPdb_list_diseases获取疾病ID，对寻找特定疾病的药物靶点和治疗方案至关重要。,,未实现
生物医药,获取癌症研究列表,数据分析,脚本,从cBioPortal获取癌症研究列表,,未实现
生物医药,获取相互作用分子详情,数据分析,脚本,通过IntAct标识符（如'EBI-1004115'）从IntAct数据库获取特定相互作用分子的详细信息。注意：需要使用IntAct专用标识符，而非UniProt ID。如需使用UniProt ID，请改用intact_get_interactions工具。返回信息包括分子名称、别名、生物体及交叉引用等。,,未实现
生物医药,获取相互作用网络,数据分析,脚本,获取以特定相互作用体为中心的相互作用网络，返回可配置深度（直接相互作用或扩展网络）的相互作用网络。接受IntAct标识符（如'EBI-1004115'）、UniProt ID（如'P04637'）或基因名称。注意：对于特定相互作用的网络，请使用intact_get_interactions或intact_search_interactions结果中的相互作用ID。,,未实现
生物医药,获取相互作用详情,数据分析,脚本,通过IntAct相互作用ID获取特定相互作用的详细信息。,,未实现
生物医药,获取细胞系信息,数据分析,脚本,通过Cellosaurus编号（CVCL_格式）获取特定细胞系的详细信息,,未实现
生物医药,获取结构解析软件,数据分析,脚本,根据PDB ID检索结构解析过程中使用的软件名称,,未实现
生物医药,获取聚合物实体关联基因名称,数据分析,脚本,检索与聚合物实体关联的基因名称,,未实现
生物医药,获取聚合物实体实例序列位置特征,数据分析,脚本,检索聚合物实体实例的序列位置特征（如结合位点、基序等）。,,未实现
生物医药,获取聚合物实体注释,数据分析,脚本,检索聚合物实体的功能注释（Pfam结构域、GO术语）及关联的UniProt登录号,,未实现
生物医药,获取药品主展示面板信息,数据分析,脚本,根据药品名称检索产品包装主展示面板的内容,,未实现
生物医药,获取药品患者说明书,数据分析,脚本,根据药品名称检索患者说明书信息,,未实现
生物医药,获取药物-基因相互作用,数据分析,脚本,从DGIdb数据库中获取指定基因列表的药物-基因相互作用信息，返回靶向每个基因的药物、相互作用类型及证据来源。,,未实现
生物医药,获取药物不良反应事件,数据分析,脚本,根据药物ChEMBL ID检索报告的重要不良反应事件,,未实现
生物医药,获取药物临床试验信息,数据分析,脚本,根据药物名称检索临床试验信息,,未实现
生物医药,获取药物作用机制,数据分析,脚本,通过ChEMBL药物ID查询药物的作用机制。如需查找药物ID，请使用药物名称检索工具ChEMBL_search_drugs。,,未实现
生物医药,获取药物使用注意事项,数据分析,脚本,检索特定药物的副作用信息及使用期间需避免的物质或活动。,,未实现
生物医药,获取药物使用说明,数据分析,脚本,根据药物名称检索使用说明信息,,未实现
生物医药,获取药物信息,数据分析,脚本,从DGIdb数据库获取药物信息，包括靶基因及相互作用详情。,,未实现
生物医药,获取药物儿童安全信息,数据分析,脚本,根据药物名称检索其儿童安全相关信息,,未实现
生物医药,获取药物其他安全信息,数据分析,脚本,根据药物名称检索可能未在其他字段中明确指定的安全信息,,未实现
生物医药,获取药物剂量与储存信息,数据分析,脚本,检索特定药物的剂量与储存信息,,未实现
生物医药,获取药物动物药理学信息,数据分析,脚本,根据药物名称检索动物药理学与毒理学信息,,未实现
生物医药,获取药物基因组学剂量指南,数据分析,脚本,从PharmGKB数据库获取临床药物基因组学实施联盟(CPIC)和荷兰药物基因组学工作组(DPWG)发布的药物基因组学剂量指南。,,未实现
生物医药,获取药物安全摘要,数据分析,脚本,根据药物名称检索安全性和有效性信息摘要,,未实现
生物医药,获取药物常规注意事项,数据分析,脚本,根据药物名称检索常规注意事项信息,,未实现
生物医药,获取药物指南信息,数据分析,脚本,根据药物名称检索药物指南信息,,未实现
生物医药,获取药物标准名称,数据分析,脚本,通过药物名称获取其RXCUI（RxNorm概念唯一标识符）及所有关联名称（通用名、商品名、同义词等）。该工具使用美国国家医学图书馆（NLM）的RxNorm API实现药物名称标准化。,,未实现
生物医药,获取药物标签生效时间,数据分析,脚本,根据药物名称检索标签文档的生效时间,,未实现
生物医药,获取药物相关文献,数据分析,脚本,根据药物chemblID检索相关文献，包括PubMed ID和发表日期。,,未实现
生物医药,获取药物相关配件信息,数据分析,脚本,根据药物名称检索相关配件信息,,未实现
生物医药,获取药物给药途径信息,数据分析,脚本,根据药物名称检索给药途径信息,,未实现
生物医药,获取药物药效学信息,数据分析,脚本,根据药物名称检索药效学信息,,未实现
生物医药,获取药物警示信息,数据分析,脚本,根据药物名称检索其相关的警示与注意事项信息。,,未实现
生物医药,获取药物详细信息,数据分析,脚本,通过PharmGKB化学ID获取药物的详细信息，包括结构信息、交叉引用和相关基因。,,未实现
生物医药,获取药物适应症,数据分析,脚本,根据药物ChEMBL ID查询可治疗的疾病/表型信息,,未实现
